"Drug Name","Active Ingredient","Form;Route","Appl. No.","Company","Date","Link"
"Bydureon","Exenatide Synthetic","FOR SUSPENSION, EXTENDED RELEASE;SUBCUTANEOUS","022200","ASTRAZENECA AB","02/28/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022200s026lbl.pdf#page=31"
"Bydureon Bcise","Exenatide","SUSPENSION, EXTENDED RELEASE;SUBCUTANEOUS","209210","ASTRAZENECA AB","02/28/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/209210s002s003s004s005s006s007s008lbl.pdf#page=32"
"Bydureon Bcise","Exenatide","SUSPENSION, EXTENDED RELEASE;SUBCUTANEOUS","209210","ASTRAZENECA AB","02/28/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/209210s011lbl.pdf#page=33"
"Bydureon Pen","Exenatide Synthetic","FOR SUSPENSION, EXTENDED RELEASE;SUBCUTANEOUS","022200","ASTRAZENECA AB","02/28/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022200s026lbl.pdf#page=31"
"Byetta","Exenatide Synthetic","INJECTABLE;SUBCUTANEOUS","021773","ASTRAZENECA AB","02/28/2020","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM191084.pdf"
"Byetta","Exenatide Synthetic","INJECTABLE;SUBCUTANEOUS","021773","ASTRAZENECA AB","02/28/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021773s043lbl.pdf#page=35"
"Byetta","Exenatide Synthetic","INJECTABLE;SUBCUTANEOUS","021773","ASTRAZENECA AB","02/28/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021773s041lbl.pdf#page=32"
"Byetta","Exenatide Synthetic","INJECTABLE; SUBCUTANEOUS","021919","AMYLIN","10/30/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM191084.pdf"
"Cambia","Diclofenac Potassium","FOR SOLUTION;ORAL","022165","ASSERTIO","03/20/2017","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM169077.pdf"
"Cambia","Diclofenac Potassium","FOR SOLUTION;ORAL","022165","ASSERTIO","03/20/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/022165s012lbl.pdf#page=19"
"Campath","Alemtuzumab","VIAL; INTRAVENOUS","103948","GENZYME","06/29/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/103948s5169s5170lbl.pdf#page=28"
"Campath","Alemtuzumab","VIAL; INTRAVENOUS","103948","GENZYME","06/29/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/103948s5173lbl.pdf#page=29"
"Caprelsa","Vandetanib","TABLET;ORAL","022405","GENZYME CORP","06/15/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022405s017lbl.pdf#page=20"
"Carbatrol","Carbamazepine","CAPSULE, EXTENDED RELEASE;ORAL","020712","TAKEDA PHARMS USA","08/26/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/020712s032s035mg.pdf"
"Cassipa","Buprenorphine Hydrochloride; Naloxone Hydrochloride","FILM;SUBLINGUAL","208042","TEVA PHARMS USA","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/208042s001lbl.pdf#page=27"
"Cataflam","Diclofenac Potassium","TABLET;ORAL","020142","NOVARTIS","05/09/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM135935.pdf"
"Celebrex","Celecoxib","CAPSULE;ORAL","020998","GD SEARLE","05/03/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020998s054lbl.pdf#page=21"
"Celebrex","Celecoxib","CAPSULE;ORAL","021156","GD SEARLE LLC","02/04/2011","http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020998s033,021156s003MedG.pdf"
"Celexa","Citalopram Hydrobromide","SOLUTION;ORAL","021046","FOREST LABS","12/03/2012","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088568.pdf"
"Celexa","Citalopram Hydrobromide","TABLET;ORAL","020822","ALLERGAN","01/11/2019","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020822s047lbl.pdf#page=33"
"Cellcept","Mycophenolate Mofetil","TABLET;ORAL","050723","ROCHE PALO","12/13/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/050722s035,050723s035,050758s033,050759s041lbl.pdf#page=39"
"Cellcept","Mycophenolate Mofetil Hydrochloride","INJECTABLE;INJECTION","050758","ROCHE PALO","12/13/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/050722s040,050723s041,050758s037,050759s045lbl.pdf#page=38"
"Cellcept","Mycophenolate Mofetil","CAPSULE;ORAL","050722","ROCHE PALO","12/13/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/050722s035,050723s035,050758s033,050759s041lbl.pdf#page=39"
"Cellcept","Mycophenolate Mofetil","SUSPENSION;ORAL","050759","ROCHE PALO","12/13/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/050722s035,050723s035,050758s033,050759s041lbl.pdf#page=39"
"Cellcept","Mycophenolate Mofetil","SUSPENSION;ORAL","050759","ROCHE PALO","12/13/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/050722s040,050723s041,050758s037,050759s045lbl.pdf#page=38"
"Cellcept","Mycophenolate Mofetil Hydrochloride","INJECTABLE;INJECTION","050758","ROCHE PALO","12/13/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/050722s035,050723s035,050758s033,050759s041lbl.pdf#page=39"
"Cellcept","Mycophenolate Mofetil","TABLET;ORAL","050723","ROCHE PALO","12/13/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/050722s040,050723s041,050758s037,050759s045lbl.pdf#page=38"
"Cellcept","Mycophenolate Mofetil","CAPSULE;ORAL","050722","ROCHE PALO","12/13/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/050722s040,050723s041,050758s037,050759s045lbl.pdf#page=38"
"Celontin","Methsuximide","CAPSULE;ORAL","010596","PARKE DAVIS","06/15/2011","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM229201.pdf"
"Cerdelga","Eliglustat Tartrate","CAPSULE;ORAL","205494","GENZYME CORP","08/29/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/205494Orig1s000lbl.pdf"
"Cerdelga","Eliglustat Tartrate","CAPSULE;ORAL","205494","GENZYME CORP","08/29/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/205494s003lbl.pdf#page=19"
"Chantix","Varenicline Tartrate","TABLET;ORAL","021928","PF PRISM CV","02/22/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021928s048lbl.pdf#page=22"
"Children's Cetirizine Hydrochloride Allergy","Cetirizine Hydrochloride","SYRUP;ORAL","212266","QUAGEN","05/16/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212266s000lbl.pdf#page=14"
"Chlordiazepoxide and Amitriptyline Hydrochloride","Amitriptyline Hydrochloride; Chlordiazepoxide","TABLET;ORAL","071297","MYLAN PHARMS INC","12/16/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/071297Orig1s026MG.pdf"
"Cimzia","Certolizumab Pegol","INJECTABLE; INJECTION","125160","UCB INC","09/06/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125160s237lbl.pdf#page=40"
"Cimzia","Certolizumab Pegol","INJECTABLE; INJECTION","125160","UCB INC","09/06/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/125160s283lbl.pdf#page=37"
"Cimzia","Certolizumab Pegol","INJECTABLE; INJECTION","125160","UCB INC","09/06/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125160s293lbl.pdf#page=41"
"Cimzia","Certolizumab Pegol","INJECTABLE; INJECTION","125160","UCB INC","09/06/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125160s289lbl.pdf#page=39"
"Cipro","Ciprofloxacin","INJECTABLE;INJECTION","019847","BAYER HLTHCARE","05/08/2020","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM246794.pdf"
"Cipro","Ciprofloxacin","INJECTABLE;INJECTION","019847","BAYER HLTHCARE","05/08/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/019847s059lbl.pdf#page=32"
"Cipro","Ciprofloxacin","INJECTABLE;INJECTION","019847","BAYER HLTHCARE","05/08/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/019847s061lbl.pdf#page=33"
"Cipro","Ciprofloxacin","FOR SUSPENSION;ORAL","020780","BAYER HLTHCARE","05/08/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/019537s091,020780s048lbl.pdf#page=39"
"Cipro","Ciprofloxacin Hydrochloride","TABLET;ORAL","019537","BAYER HLTHCARE","05/08/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/019537s091,020780s048lbl.pdf#page=39"
"Cipro","Ciprofloxacin","INJECTABLE;INJECTION","019847","BAYER HLTHCARE","05/08/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/019847s060lbl.pdf#page=32"
"Cipro","Ciprofloxacin","INJECTABLE;INJECTION","019847","BAYER HLTHCARE","05/08/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/019847s062lbl.pdf#page=33"
"Cipro","Ciprofloxacin Hydrochloride","TABLET;ORAL","019537","BAYER HLTHCARE","05/08/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/019537s090,020780s047lbl.pdf#page=39"
"Cipro","Ciprofloxacin","FOR SUSPENSION;ORAL","020780","BAYER HLTHCARE","05/08/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/019537s090,020780s047lbl.pdf#page=39"
"Cipro in Dextrose 5% in Plastic Container","Ciprofloxacin","INJECTABLE;INJECTION","019857","BAYER HLTHCARE","05/08/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/019857s070lbl.pdf#page=33"
"Cipro in Dextrose 5% in Plastic Container","Ciprofloxacin","INJECTABLE;INJECTION","019857","BAYER HLTHCARE","05/08/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/019857s066lbl.pdf#page=33"
"Cipro in Dextrose 5% in Plastic Container","Ciprofloxacin","INJECTABLE;INJECTION","019857","BAYER HLTHCARE","05/08/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/019857s072lbl.pdf#page=33"
"Cipro XR","Ciprofloxacin; Ciprofloxacin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","021473","BAYER HLTHCARE","05/08/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021473s041lbl.pdf#page=29"
"Cipro XR","Ciprofloxacin; Ciprofloxacin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","021473","BAYER HLTHCARE","05/08/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021473s042lbl.pdf#page=30"
"Clenpiq","Citric Acid; Magnesium Oxide; Sodium Picosulfate","SOLUTION;ORAL","209589","FERRING PHARMS INC","10/18/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/209589s006lbledt.pdf#page=14"
"Clinoril","Sulindac","TABLET;ORAL","017911","MERCK","12/23/2010","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088573.pdf"
"Codeine Sulfate","Codeine Sulfate","TABLET;ORAL","022402","HIKMA","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022402s012lbl.pdf#page=29"
"Codeine Sulfate","Codeine Sulfate","SOLUTION;ORAL","202245","HIKMA","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/202245s006s007lbl.pdf#page=27"
"Codeine Sulfate","Codeine Sulfate","SOLUTION;ORAL","202245","HIKMA","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/202245s005lbl.pdf#page=26"
"Codeine Sulfate","Codeine Sulfate","SOLUTION;ORAL","202245","HIKMA","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/202245s008lbl.pdf#page=28"
"Colcrys","Colchicine","TABLET; ORAL","022353","AR HOLDING CO INC","10/16/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM176363.pdf"
"Colcrys","Colchicine","TABLET;ORAL","022352","TAKEDA PHARMS USA","05/14/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/022352s022lbl.pdf#page=24"
"Colcrys","Colchicine","TABLET;ORAL","022352","TAKEDA PHARMS USA","05/14/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022352s026lbl.pdf#page=25"
"Combunox","Ibuprofen; Oxycodone Hydrochloride","TABLET;ORAL","021378","FOREST LABS","09/02/2010","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088574.pdf"
"Concerta","Methylphenidate Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","021121","JANSSEN PHARMS","01/04/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021121s038lbl.pdf#page=30"
"Contrave","Bupropion Hydrochloride; Naltrexone Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","200063","NALPROPION","08/04/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/200063s013lbl.pdf#page=39"
"Contrave","Bupropion Hydrochloride; Naltrexone Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","200063","NALPROPION","08/04/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/200063s015lbl.pdf#page=40"
"Conzip","Tramadol Hydrochloride","CAPSULE, EXTENDED RELEASE;ORAL","022370","CIPHER PHARMS INC","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022370s018lbl.pdf#page=34"
"Copegus","Ribavirin","TABLET;ORAL","021511","ROCHE","08/11/2015","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/021511s029lbl.pdf#page=27"
"Cordarone","Amiodarone Hydrochloride","TABLET;ORAL","018972","WYETH PHARMS","10/17/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/018972s053lbl.pdf#page=22"
"Cordarone","Amiodarone Hydrochloride","TABLET;ORAL","018972","WYETH PHARMS","10/17/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/018972s054lbl.pdf#page=13"
"Corlanor","Ivabradine Hydrochloride","TABLET;ORAL","206143","AMGEN INC","05/13/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/206143s007lbl.pdf#page=24"
"Corlanor","Ivabradine","SOLUTION;ORAL","209964","AMGEN INC","04/22/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/209964lbl.pdf#page=24"
"Corlanor","Ivabradine Hydrochloride","TABLET;ORAL","206143","AMGEN INC","05/13/2019","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/206143Orig1s002lbl.pdf#page=20"
"Cosentyx","Secukinumab","INJECTABLE;INJECTION","125504","NOVARTIS PHARMS CORP","06/16/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125504s031lbl.pdf#page=20"
"Cosentyx","Secukinumab","INJECTABLE;INJECTION","125504","NOVARTIS PHARMS CORP","06/16/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125504s035lbl.pdf#page=22"
"Cotempla XR-Odt","Methylphenidate","TABLET, ORALLY DISINTEGRATING, EXTENDED RELEASE;ORAL","205489","NEOS THERAPS INC","06/19/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/205489s000lbl.pdf#page=21"
"Coumadin","Warfarin Sodium","INJECTABLE;INJECTION","009218","BRISTOL MYERS SQUIBB","08/14/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/009218s118lbl.pdf#page=30"
"Coumadin","Warfarin Sodium","TABLET;ORAL","009218","BRISTOL MYERS SQUIBB","08/14/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/009218s118lbl.pdf#page=30"
"Creon","Pancrelipase (Amylase;Lipase;Protease)","CAPSULE, DELAYED RELEASE;ORAL","020725","ABBVIE","03/20/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020725s026lbl.pdf#page=16"
"Cyltezo","Adalimumab-Adbm","INJECTABLE;INJECTION","761058","BOEHRINGER INGELHEIM","09/13/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/761058s003lbl.pdf#page=30"
"Cymbalta","Duloxetine Hydrochloride","CAPSULE, DELAYED REL PELLETS;ORAL","021427","LILLY","04/20/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021427s049lbl.pdf#page=32"
"Cymbalta","Duloxetine Hydrochloride","CAPSULE, DELAYED REL PELLETS;ORAL","021427","LILLY","04/20/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021427s052lbl.pdf#page=38"
"Cymbalta","Duloxetine Hydrochloride","CAPSULE, DELAYED REL PELLETS;ORAL","021427","LILLY","04/20/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021427s051lbl.pdf#page=33"
"Daliresp","Roflumilast","TABLET;ORAL","022522","ASTRAZENECA PHARMS","01/23/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022522s009lbl.pdf#page=17"
"Dalmane","Flurazepam Hydrochloride","CAPSULE;ORAL","016721","VALEANT PHARM INTL","03/27/2009","http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/016721s077lbl.pdf"
"Darvocet-N 100","Acetaminophen; Propoxyphene Napsylate","TABLET;ORAL","017122","XANODYNE PHARM","09/25/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM187067.pdf"
"Darvocet-N 50","Acetaminophen; Propoxyphene Napsylate","TABLET;ORAL","017122","XANODYNE PHARM","09/25/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM187067.pdf"
"Darvon","Propoxyphene Hydrochloride","CAPSULE;ORAL","010997","XANODYNE PHARM","09/25/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM187068.pdf"
"Darvon-N","Propoxyphene Napsylate","TABLET;ORAL","016862","XANODYNE PHARM","09/25/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM187068.pdf"
"Daurismo","Glasdegib Maleate","TABLET;ORAL","210656","PFIZER","03/19/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/210656s002s004lbl.pdf#page=20"
"Daypro","Oxaprozin","TABLET;ORAL","018841","PFIZER","05/03/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/018841s030lbl.pdf#page=24"
"Daypro","Oxaprozin","TABLET;ORAL","018841","PFIZER","05/03/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM501638.pdf"
"Daypro Alta","Oxaprozin Potassium","TABLET;ORAL","020776","PFIZER","05/03/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088580.pdf"
"Daypro Alta","Oxaprozin Potassium","TABLET;ORAL","020776","PFIZER","05/03/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020776s008lbl.pdf#page=21"
"Daytrana","Methylphenidate","FILM, EXTENDED RELEASE;TRANSDERMAL","021514","NOVEN PHARMS INC","10/22/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021514s028lbl.pdf#page=23"
"Dayvigo","Lemborexant","TABLET;ORAL","212028","EISAI INC","08/25/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212028s000lbl.pdf#page=21"
"Demerol","Meperidine Hydrochloride","SYRUP;ORAL","005010","US PHARM HOLDINGS","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/005010s058lbl.pdf#page=31"
"Demerol","Meperidine Hydrochloride","TABLET;ORAL","005010","US PHARM HOLDINGS","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/005010s058lbl.pdf#page=31"
"Demerol","Meperidine Hydrochloride","SYRUP;ORAL","005010","US PHARM HOLDINGS","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/005010s056s057lbl.pdf#page=30"
"Demerol","Meperidine Hydrochloride","INJECTABLE;INJECTION","005010","US PHARM HOLDINGS","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/005010s058lbl.pdf#page=31"
"Demerol","Meperidine Hydrochloride","TABLET;ORAL","005010","US PHARM HOLDINGS","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/005010s056s057lbl.pdf#page=30"
"Demerol","Meperidine Hydrochloride","INJECTABLE;INJECTION","005010","US PHARM HOLDINGS","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/005010s056s057lbl.pdf#page=30"
"Depakene","Valproic Acid","CAPSULE;ORAL","018081","ABBVIE","05/19/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/018081s070,018082s053lbl.pdf#page=41"
"Depakene","Valproic Acid","SYRUP;ORAL","018082","ABBVIE","05/19/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/018081Orig1s068%20018082Orig1s051lbl.pdf#page=38"
"Depakote","Divalproex Sodium","CAPSULE, DELAYED REL PELLETS;ORAL","019680","ABBVIE","05/19/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/019680s050lbl.pdf#page=42"
"Depakote","Divalproex Sodium","CAPSULE, DELAYED REL PELLETS;ORAL","019680","ABBVIE","05/19/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/019680s049lbl.pdf#page=42"
"Depakote","Divalproex Sodium","TABLET, DELAYED RELEASE;ORAL","018723","ABBVIE","05/19/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/018723s062lbl.pdf#page=48"
"Depakote","Divalproex Sodium","TABLET, DELAYED RELEASE;ORAL","018723","ABBVIE","05/19/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/018723s063lbl.pdf#page=48"
"Depakote ER","Divalproex Sodium","TABLET, EXTENDED RELEASE;ORAL","021168","ABBVIE","05/19/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021168s040lbl.pdf#page=47"
"Depakote ER","Divalproex Sodium","TABLET, EXTENDED RELEASE;ORAL","021168","ABBVIE","05/19/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021168s038lbl.pdf#page=44"
"Descovy","Emtricitabine; Tenofovir Alafenamide Fumarate","TABLET;ORAL","208215","GILEAD SCIENCES INC","12/03/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/208215s011lbl.pdf#page=37"
"Desoxyn","Methamphetamine Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","005378","RECORDATI RARE","04/11/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/005378s035lbl.pdf#page=12"
"Desoxyn","Methamphetamine Hydrochloride","TABLET;ORAL","005378","RECORDATI RARE","04/11/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/005378s035lbl.pdf#page=12"
"Desvenlafaxine","Desvenlafaxine","TABLET, EXTENDED RELEASE;ORAL","204150","ALEMBIC PHARMS LTD","10/29/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/204150s007lbl.pdf#page=30"
"Desvenlafaxine","Desvenlafaxine","TABLET, EXTENDED RELEASE;ORAL","204150","ALEMBIC PHARMS LTD","10/29/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/204150s010lbl.pdf#page=31"
